program_name,pdf,Address,City,Zip
CITY KIDS DAYCARE DOWNTOWN,https://childcaresearch.ohio.gov//pdf/000000406955_2024-12-04_ANNUAL.pdf,274 MARCONI BOULEVARD,COLUMBUS,43215
CITY KIDS IN HILLIARD,https://childcaresearch.ohio.gov//pdf/000000406383_2024-07-18_ANNUAL.pdf,4940 SCIOTO DARBY RD,HILLIARD,43026
CLAPP CHILDREN'S CENTER OF BRECKENRIDGE VILLAGE,https://childcaresearch.ohio.gov//pdf/000000304345_2024-10-23_ANNUAL.pdf,36855 RIDGE RD,WILLOUGHBY,44094
CLAUDIA'S KIDS CARE,https://childcaresearch.ohio.gov//pdf/002180017840_2024-11-26_ANNUAL.pdf,10800 GRANGER ROAD,GARFIELD HEIGTHS,44125
CLEAR FORK CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000400179_2024-10-08_ANNUAL.pdf,115 MAIN STREET,BUTLER,44822
CLEVELAND CHILD CARE INC (GILBERT),https://childcaresearch.ohio.gov//pdf/000000303910_2024-08-14_ANNUAL.pdf,3274 W 58TH ST,CLEVELAND,44102
CLEVELAND CHILDREN'S DAYCARE ACADEMY,https://childcaresearch.ohio.gov//pdf/000000308142_2024-08-27_ANNUAL.pdf,5739 CHEVROLET BLVD,PARMA,44130
CLEVELAND METROPARKS NATURE PRESCHOOL,https://childcaresearch.ohio.gov//pdf/002180016892_2024-09-12_ANNUAL.pdf,24000 VALLEY PARKWAY,NORTH OLMSTED,44070
CLEVELAND METROPARKS NATURE PRESCHOOL AT NORTH CHAGRIN RESERVATION,https://childcaresearch.ohio.gov//pdf/002200021851_2024-09-23_ANNUAL.pdf,401 BUTTERMILK FALLS PARKWAY,MAYFIELD VILLAGE,44143
CLEVELAND SIGHT CENTER PRESCHOOL,https://childcaresearch.ohio.gov//pdf/002180017751_2023-09-18_ANNUAL.pdf,1909 E 101ST STREET,CLEVELAND,44106
CLEVER BEE ACADEMY - CITY PARK,https://childcaresearch.ohio.gov//pdf/000000504097_2024-07-29_ANNUAL.pdf,1218 CITY PARK AVE,TOLEDO,43604
CLEVER BEE ACADEMY - LAGRANGE,https://childcaresearch.ohio.gov//pdf/000000500267_2024-09-23_ANNUAL.pdf,2312 LAGRANGE STREET,TOLEDO,43608
CLEVER BEE ACADEMY - WOODVILLE,https://childcaresearch.ohio.gov//pdf/000000500264_2024-07-29_ANNUAL.pdf,545 WOODVILLE RD,TOLEDO,43605
CLEVER BEE ACADEMY- ARBOR PARK,https://childcaresearch.ohio.gov//pdf/002210024124_2024-07-31_ANNUAL.pdf,3750 FLEMING AVE,CLEVELAND,44115
CLEVER BEE ACADEMY- ARLINGTON,https://childcaresearch.ohio.gov//pdf/000000106800_2024-02-06_ANNUAL.pdf,1100 S ARLINGTON ST,AKRON,44306
CLEVER BEE ACADEMY- BIVENS,https://childcaresearch.ohio.gov//pdf/002230027777_2024-12-30_ANNUAL.pdf,3879 BIVENS DR,CLEVELAND,44115
CLEVER BEE ACADEMY- BROADWAY,https://childcaresearch.ohio.gov//pdf/000000305798_2024-08-15_ANNUAL.pdf,7710 BROADWAY AVENUE,CLEVELAND,44105
CLEVER BEE ACADEMY- CLEVELAND AVE,https://childcaresearch.ohio.gov//pdf/000000410136_2024-10-28_ANNUAL.pdf,1977 CLEVELAND AVE,COLUMBUS,43211
CLEVER BEE ACADEMY- FREDERICK,https://childcaresearch.ohio.gov//pdf/000000106799_2024-02-28_ANNUAL.pdf,1585 FREDERICK BLVD,AKRON,44320
CLEVER BEE ACADEMY- HARRISBURG PIKE,https://childcaresearch.ohio.gov//pdf/000000411340_2024-12-09_ANNUAL.pdf,660 HARRISBURG PIKE,COLUMBUS,43223
CLEVER BEE ACADEMY- KINSMAN,https://childcaresearch.ohio.gov//pdf/000000307525_2024-08-27_ANNUAL.pdf,14001 KINSMAN RD,CLEVELAND,44120
CLEVER BEE ACADEMY- LIVINGSTON,https://childcaresearch.ohio.gov//pdf/000000410746_2024-08-12_ANNUAL.pdf,3611 EAST LIVINGSTON AVENUE,COLUMBUS,43227
CLEVER BEE ACADEMY- NORTHERN LIGHTS,https://childcaresearch.ohio.gov//pdf/000000410747_2024-08-19_ANNUAL.pdf,3525 CLEVELAND AVE,COLUMBUS,43224
CLEVER BEE ACADEMY- RIDGE,https://childcaresearch.ohio.gov//pdf/000000307491_2024-08-22_ANNUAL.pdf,3545 RIDGE ROAD,CLEVELAND,44102
CLEVER BEE ACADEMY- ST. CLAIR,https://childcaresearch.ohio.gov//pdf/000000307277_2024-08-26_ANNUAL.pdf,10548 ST. CLAIR AVE,CLEVELAND,44108
CLIFTON EARLY LEARNING,https://childcaresearch.ohio.gov//pdf/000000306409_2023-10-24_ANNUAL.pdf,13889 CLIFTON BLVD.,LAKEWOOD,44107
CLINTON - MASSIE PRIME TIME,https://childcaresearch.ohio.gov//pdf/000000207628_2024-07-15_ANNUAL.pdf,2556 LEBANON RD,CLARKSVILLE,45113
CLINTON COUNTY EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002190019976_2024-08-06_ANNUAL.pdf,1600 ALEX DR.,WILMINGTON,45177
CLINTONVILLE CRC KIDS CLUB,https://childcaresearch.ohio.gov//pdf/002180017474_2024-10-22_ANNUAL.pdf,15 CLINTON HEIGHTS AVE.,COLUMBUS,43202
CLINTONVILLE CRC KIDS CLUB 2,https://childcaresearch.ohio.gov//pdf/002180016872_2024-12-09_ANNUAL.pdf,7 W HENDERSON ROAD,COLUMBUS,43214
CLIPPARD FAMILY YMCA LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000204585_2024-09-18_ANNUAL.pdf,8920 CHEVIOT ROAD,CINCINNATI,45251
CLOSE TO HOME CHILDCARE CENTER & PRESCHOOL,https://childcaresearch.ohio.gov//pdf/002180018633_2024-09-18_ANNUAL.pdf,150 GRAND AVE.,DEFIANCE,43512
COBURN CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000406525_2024-10-22_ANNUAL.pdf,3618 MAPLE AVE,ZANESVILLE,43701
COLLINS CHRISTIAN CHILDREN'S CENTER,https://childcaresearch.ohio.gov//pdf/000000502657_2024-10-30_ANNUAL.pdf,4290 HARTLAND CENTER ROAD,COLLINS,44826
COLLINWOOD ACADEMY CHILD CARE,https://childcaresearch.ohio.gov//pdf/000000300630_2024-09-10_ANNUAL.pdf,557 E 140TH,CLEVELAND,44110
COLOR OUR RAINBOW ACADEMY,https://childcaresearch.ohio.gov//pdf/000000105517_2024-11-14_ANNUAL.pdf,1430 GOODYEAR BLVD.,AKRON,44305
COLUMBIA HEIGHTS PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000410232_2023-12-13_ANNUAL.pdf,"775 GALLOWAY RD, P.O. BOX 327",GALLOWAY,43119
COLUMBIA UNITED METHODIST PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000300330_2024-11-04_ANNUAL.pdf,25453 ROYALTON RD,COLUMBIA STATIO,44028
COLUMBUS ADVANCED LEARNING ACADEMY INC.,https://childcaresearch.ohio.gov//pdf/000000400562_2024-03-07_ANNUAL.pdf,3992-3994 ALUM CREEK DRIVE,COLUMBUS,43207
COLUMBUS DAYCARE LLC,https://childcaresearch.ohio.gov//pdf/000000411347_2023-12-12_ANNUAL.pdf,3389 WESTERVILLE RD,COLUMBUS,43224
COLUMBUS EARLY LEARNING CENTERS,https://childcaresearch.ohio.gov//pdf/002230027593_2024-09-06_ANNUAL.pdf,45 CLAREDON AVE,COLUMBUS,43223
COLUMBUS EARLY LEARNING CENTERS - ALUM CREEK,https://childcaresearch.ohio.gov//pdf/002220026810_2024-09-11_ANNUAL.pdf,1350 ALUM CREEK DRIVE,COLUMBUS,43209
COLUMBUS EARLY LEARNING CENTERS - EASTSIDE,https://childcaresearch.ohio.gov//pdf/000000400598_2024-07-30_ANNUAL.pdf,240 N. CHAMPION AVE.,COLUMBUS,43203
COLUMBUS EARLY LEARNING CENTERS - MAIN STREET,https://childcaresearch.ohio.gov//pdf/000000401218_2024-07-22_ANNUAL.pdf,1150 E. MAIN STREET,COLUMBUS,43205
COLUMBUS EARLY LEARNING CENTERS - MYRTLE,https://childcaresearch.ohio.gov//pdf/000000401216_2024-09-25_ANNUAL.pdf,1400 MYRTLE,COLUMBUS,43211
COLUMBUS MONTESSORI EDUCATION CENTER,https://childcaresearch.ohio.gov//pdf/000000407395_2024-01-04_ANNUAL.pdf,979 SOUTH JAMES ROAD,COLUMBUS,43227
COMMUNITY ACTION COMMITTEE OF PIKE COUNTY EARLY CHILDHOOD PROGRAM,https://childcaresearch.ohio.gov//pdf/000000400553_2023-10-04_ANNUAL.pdf,7 TIGER DRIVE,WAVERLY,45690
COMMUNITY ACTION HEAD START - PIKETON,https://childcaresearch.ohio.gov//pdf/000000408802_2023-09-28_ANNUAL.pdf,941 MARKET STREET,PIKETON,45661
COMMUNITY ACTION HEAD START - WAVERLY YMCA,https://childcaresearch.ohio.gov//pdf/000000401172_2024-11-12_ANNUAL.pdf,400 PRIDE DRIVE,WAVERLY,45690
COMMUNITY ACTION HEAD START - WESTERN,https://childcaresearch.ohio.gov//pdf/000000400574_2023-10-25_ANNUAL.pdf,7959 ST. RT. 124,LATHAM,45646
COMMUNITY BIBLE CHURCH EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002200021272_2024-07-15_ANNUAL.pdf,3671 TALLMADGE ROAD,ROOTSTOWN,44272
COMMUNITY CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000501304_2024-10-09_ANNUAL.pdf,58 E MAIN ST,NEW LONDON,44851
COMMUNITY CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000103308_2024-11-18_ANNUAL.pdf,3260 CORMANY RD,AKRON,44319
COMMUNITY MONTESSORI COLUMBUS,https://childcaresearch.ohio.gov//pdf/002190020546_2024-10-22_ANNUAL.pdf,5400 KARL ROAD,COLUMBUS,43229
COMMUNITY MONTESSORI SCHOOL,https://childcaresearch.ohio.gov//pdf/000000207798_2024-01-31_ANNUAL.pdf,7537 BURTON DRIVE,LIBERTY TOWNSHIP,45044
COMMUNITY NURSERY SCHOOL,https://childcaresearch.ohio.gov//pdf/000000400447_2024-10-29_ANNUAL.pdf,129 N NINTH ST,CAMBRIDGE,43725
COMMUNITY PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000303603_2024-10-21_ANNUAL.pdf,12419 CHILLICOTHE ROAD,CHESTERLAND,44026
COMPLETE CARE DEVELOPMENT CENTER LLC,https://childcaresearch.ohio.gov//pdf/002190020846_2024-09-25_ANNUAL.pdf,3557 SPRINGDALE RD,CINCINNATI,45251
CONCORDIA CHRISTIAN EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000500239_2024-09-16_ANNUAL.pdf,3636 S. DETROIT AVE,TOLEDO,43614
"CONNECTED PATHWAYS EARLY LEARNING CENTERS, LLC",https://childcaresearch.ohio.gov//pdf/000000400051_2025-01-02_ANNUAL.pdf,4242 STELZER ROAD,COLUMBUS,43230
"CONNIE'S KIDZ, INC.",https://childcaresearch.ohio.gov//pdf/002180017063_2024-08-20_ANNUAL.pdf,456 SOUTH MAIN ST. SUITE A,ANDOVER,44003
CONSTANCE CONSTANT CARE #2,https://childcaresearch.ohio.gov//pdf/002170016520_2024-08-22_ANNUAL.pdf,5552 COLERAIN AVE.,CINCINNATI,45239
CONSTANT CARE LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200112_2024-10-21_ANNUAL.pdf,647 E. EPWORTH AVE.,CINCINNATI,45232
COOL KIDZ CLUBHOUSE,https://childcaresearch.ohio.gov//pdf/002220025732_2024-10-15_ANNUAL.pdf,526 GRAHAM RD.,CUYAHOGA FALLS,44221
COOL PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000503553_2024-01-31_ANNUAL.pdf,230 E. POPLAR,SIDNEY,45365
CORBAN EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200593_2024-08-12_ANNUAL.pdf,2010 AUBURN AVENUE,CINCINNATI,45219
CORNERSTONE BEFORE AND AFTER SCHOOL YMCA OF WAYNE COUNTY,https://childcaresearch.ohio.gov//pdf/002230027659_2024-11-25_ANNUAL.pdf,101 W BOWMAN ST.,WOOSTER,44691
CORNERSTONE CHRISTIAN PRESCHOOL AND CHILDCARE INC,https://childcaresearch.ohio.gov//pdf/000000206143_2024-09-11_ANNUAL.pdf,3270 NORTH BEND ROAD,CINCINNATI,45239
CORNERSTONE EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000502840_2024-10-21_ANNUAL.pdf,2000 N COLE,LIMA,45801
CORNERSTONE PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000302736_2024-10-22_ANNUAL.pdf,32340 ELECTRIC BLVD,AVON LAKE,44012
CORNING HEAD START,https://childcaresearch.ohio.gov//pdf/000000408885_2024-10-10_ANNUAL.pdf,103 MARSHALL STREET,CORNING,43730
CORRYVILLE DAY CAMP,https://childcaresearch.ohio.gov//pdf/000000205061_2024-09-24_ANNUAL.pdf,2823 EDEN AVENUE,CINCINNATI,45219
CORS HEAD START - BELLEFONTAINE,https://childcaresearch.ohio.gov//pdf/000000408201_2024-08-22_ANNUAL.pdf,613 HAMILTON STREET,BELLEFONTAINE,43311
CORS HEAD START - BEN LOGAN,https://childcaresearch.ohio.gov//pdf/000000401193_2024-11-13_ANNUAL.pdf,4560 CR 26,BELLEFONTAINE,43311
CORS HEAD START - BRADFORD,https://childcaresearch.ohio.gov//pdf/000000410897_2024-10-02_ANNUAL.pdf,740 RAILROAD AVENUE,BRADFORD,45308
CORS HEAD START - FAIRBORN,https://childcaresearch.ohio.gov//pdf/000000408070_2024-01-18_ANNUAL.pdf,344 N. MAPLE STREET,FAIRBORN,45324
CORS HEAD START - GREENVILLE,https://childcaresearch.ohio.gov//pdf/000000408069_2024-12-17_ANNUAL.pdf,1170 SWEITZER STREET,GREENVILLE,45331
CORS HEAD START - INDIAN LAKE,https://childcaresearch.ohio.gov//pdf/000000401192_2024-10-17_ANNUAL.pdf,8770 CR 91,LEWISTOWN,43333
CORS HEAD START - JAMESTOWN,https://childcaresearch.ohio.gov//pdf/002220026427_2024-01-31_ANNUAL.pdf,13 E. WASHINGTON STREET,JAMESTOWN,45335
CORS HEAD START - MILTON UNION,https://childcaresearch.ohio.gov//pdf/000000400336_2024-10-10_ANNUAL.pdf,7640 MILTON-POTSDAM ROAD,WEST MILTON,45380
CORS HEAD START - PIQUA,https://childcaresearch.ohio.gov//pdf/000000408878_2024-02-28_ANNUAL.pdf,285 R.M. DAVIS PARKWAY,PIQUA,45356
CORS HEAD START - SIDNEY,https://childcaresearch.ohio.gov//pdf/000000503345_2024-02-01_ANNUAL.pdf,1502 N. MAIN STREET.,SIDNEY,45365
CORS HEAD START - ST MARYS,https://childcaresearch.ohio.gov//pdf/002170015325_2024-02-15_ANNUAL.pdf,1659 CELINA ROAD,ST MARYS,45885
CORS HEAD START - TROY,https://childcaresearch.ohio.gov//pdf/000000409053_2024-07-24_ANNUAL.pdf,1849 TOWNE PARK DR,TROY,45373
CORS HEAD START - UNION CITY,https://childcaresearch.ohio.gov//pdf/000000410841_2024-09-23_ANNUAL.pdf,117 FRANKLIN ST,UNION CITY,45390
CORS HEAD START - URBANA,https://childcaresearch.ohio.gov//pdf/000000409314_2024-09-10_ANNUAL.pdf,1150 SCIOTO ST,URBANA,43078
CORS HEAD START - URBANA NORTH,https://childcaresearch.ohio.gov//pdf/000000400095_2024-09-10_ANNUAL.pdf,1471 E. US HIGHWAY 36,URBANA,43078
CORS HEAD START - VAN WERT,https://childcaresearch.ohio.gov//pdf/000000503200_2024-02-20_ANNUAL.pdf,813 NORTH FRANKLIN STREET,VAN WERT,45891
CORS HEAD START - WAPAKONETA,https://childcaresearch.ohio.gov//pdf/000000503214_2024-02-07_ANNUAL.pdf,1100 DEFIANCE STREET,WAPAKONETA,45895
CORS HEAD START - XENIA,https://childcaresearch.ohio.gov//pdf/000000408805_2024-12-03_ANNUAL.pdf,1369 COLORADO DRIVE,XENIA,45385
CORTLAND PLAYROOM PRESCHOOL INC,https://childcaresearch.ohio.gov//pdf/000000102540_2024-09-11_ANNUAL.pdf,525 N HIGH ST,CORTLAND,44410
COSHOCTON COUNTY HEAD START,https://childcaresearch.ohio.gov//pdf/000000100360_2024-10-23_ANNUAL.pdf,23640 AIRPORT ROAD,COSHOCTON,43812
COSHOCTON COUNTY HEAD START WEST LAFAYETTE SITE,https://childcaresearch.ohio.gov//pdf/000000100400_2024-10-24_ANNUAL.pdf,120 WEST UNION STREET,WEST LAFAYETTE,43845
"COSHOCTON COUNTY HEAD START, INC",https://childcaresearch.ohio.gov//pdf/000000409579_2024-10-03_ANNUAL.pdf,3201 COUNTY ROAD 16,COSHOCTON,43812
COSTARS AFTER SCHOOL AT CLIFTON,https://childcaresearch.ohio.gov//pdf/002200022112_2023-10-05_ANNUAL.pdf,3711 CLIFTON AVE.,CINCINNATI,45220
COSTARS AFTER SCHOOL AT MT. AIRY,https://childcaresearch.ohio.gov//pdf/002210024545_2024-01-24_ANNUAL.pdf,5730 COLERAIN AVE,CINCINNATI,45239
COSTARS AFTER SCHOOL AT OYLER,https://childcaresearch.ohio.gov//pdf/002220026490_2025-01-14_ANNUAL.pdf,2121 HATMAKER STREET,CINCINNATI,45204
COSTARS AFTERSCHOOL - SILVERTON SCHOOL AGE,https://childcaresearch.ohio.gov//pdf/000000200435_2024-12-04_ANNUAL.pdf,7451 MONTGOMERY RD,CINCINNATI,45236
COSTARS EARLY EDUCATION CENTER MADISONVILLE,https://childcaresearch.ohio.gov//pdf/000000205266_2024-01-24_ANNUAL.pdf,4550 RED BANK EXWY,CINCINNATI,45227
COSTARS EARLY EDUCATION CENTER WESTWOOD,https://childcaresearch.ohio.gov//pdf/002220025642_2024-07-25_ANNUAL.pdf,3929 BOUDINOT AVENUE,CINCINNATI,45211
"COUNTRY DAY SCHOOL, INC.",https://childcaresearch.ohio.gov//pdf/000000306522_2024-08-06_ANNUAL.pdf,45960 NORTH RIDGE RD.,AMHERST,44001
COUNTRY HILLS EAST MONTESSORI LTD,https://childcaresearch.ohio.gov//pdf/000000204837_2023-12-12_ANNUAL.pdf,4400 GLEN ESTE-WITHAMSVILLE RD,CINCINNATI,45245
COUNTRY HILLS MONTESSORI - WEST CHESTER,https://childcaresearch.ohio.gov//pdf/000000205768_2024-10-17_ANNUAL.pdf,7235 HERITAGESPRINGS DR.,WEST CHESTER,45069
"COUNTRY HILLS MONTESSORI HARRISON, LLC",https://childcaresearch.ohio.gov//pdf/000000206707_2023-11-01_ANNUAL.pdf,10111 SIMONSON ROAD,HARRISON,45030
COUNTRY HILLS MONTESSORI OAKLEY,https://childcaresearch.ohio.gov//pdf/000000207576_2023-10-11_ANNUAL.pdf,4900 BABSON PL,CINCINNATI,45227
"COUNTRY HILLS MONTESSORI SPRINGBORO, LLC.",https://childcaresearch.ohio.gov//pdf/000000205193_2024-11-14_ANNUAL.pdf,325 E. CENTRAL AVENUE,SPRINGBORO,45066
COUNTRYSIDE YMCA SCHOOL AGE PROGRAM,https://childcaresearch.ohio.gov//pdf/000000204644_2024-11-20_ANNUAL.pdf,1618 DEERFIELD ROAD,LEBANON,45036
COVENANT CHILDREN'S ACADEMY,https://childcaresearch.ohio.gov//pdf/000000200371_2024-10-15_ANNUAL.pdf,201 N LIMESTONE ST,SPRINGFIELD,45503
COVENANT CHILDREN'S CENTER,https://childcaresearch.ohio.gov//pdf/000000400199_2024-09-24_ANNUAL.pdf,2070 RIDGECLIFF RD,COLUMBUS,43221
COVERING ALL BASES,https://childcaresearch.ohio.gov//pdf/000000200951_2024-08-14_ANNUAL.pdf,3829 NORTHBEND ROAD,CINCINNATI,45211
CRAWLING TO DESTINY DAY CARE & LEARNING CENTER II,https://childcaresearch.ohio.gov//pdf/002170014770_2024-10-02_ANNUAL.pdf,3980 HILLMAN WAY,BOARDMAN,44512
CRAWLING TO DESTINY PRESCHOOL / LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000100322_2024-01-16_ANNUAL.pdf,11 OVERHILL RD,BOARDMAN,44512
CRE8TIVE KIDZ LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002180019179_2024-08-16_ANNUAL.pdf,4269 EASTLAND SQUARE DRIVE,COLUMBUS,43232
CREATION STATION@CROSSROADS CHRISTIAN CHILD CARE,https://childcaresearch.ohio.gov//pdf/000000407171_2024-07-16_ANNUAL.pdf,5679 TARLTON RD,CIRCLEVILLE,43113
CREATIVE BEGINNINGS CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/002180016714_2024-09-23_ANNUAL.pdf,1470 SMITH KRAMER ST. NE,HARTVILLE,44632
CREATIVE BEGINNINGS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200391_2024-09-18_ANNUAL.pdf,6025 DIXIE HIGHWAY,FAIRFIELD,45014
CREATIVE CARE BY CRAWFORD CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000300380_2024-09-24_ANNUAL.pdf,6191 DUNHAM RD.,MAPLE HTS,44137
CREATIVE CHILD CARE - EAST,https://childcaresearch.ohio.gov//pdf/000000400369_2024-08-26_ANNUAL.pdf,5831 WESTBOURNE AVE,COLUMBUS,43213
CREATIVE CHILD CARE - NORTH,https://childcaresearch.ohio.gov//pdf/000000400330_2025-01-08_ANNUAL.pdf,1601 SHANLEY DRIVE,COLUMBUS,43224
CREATIVE CHILD CARE - SOUTHEAST,https://childcaresearch.ohio.gov//pdf/000000400931_2024-08-23_ANNUAL.pdf,2525 PETZINGER RD,COLUMBUS,43209
CREATIVE CHILD CARE - WEST,https://childcaresearch.ohio.gov//pdf/000000400930_2024-10-17_ANNUAL.pdf,485 INDUSTRIAL MILE RD,COLUMBUS,43228
CREATIVE CORNER CHILD CARE INC,https://childcaresearch.ohio.gov//pdf/000000205321_2024-09-03_ANNUAL.pdf,2200 MCCALL STREET,DAYTON,45417
CREATIVE CORNER CHILD CARE INC.,https://childcaresearch.ohio.gov//pdf/000000205765_2024-11-05_ANNUAL.pdf,4100 HOOVER AVENUE,DAYTON,45402
"CREATIVE CORNER CHILD CARE, INC.",https://childcaresearch.ohio.gov//pdf/000000205404_2024-07-23_ANNUAL.pdf,1509 N MAIN STREET,DAYTON,45405
CREATIVE CORNER LEARNING CENTER III  INC,https://childcaresearch.ohio.gov//pdf/000000100439_2024-01-30_ANNUAL.pdf,425 CRESTVIEW DRIVE,YOUNGSTOWN,44512
"CREATIVE CORNER LEARNING CENTER, INC.",https://childcaresearch.ohio.gov//pdf/000000101052_2024-02-13_ANNUAL.pdf,1463 SHIELDS RD,YOUNGSTOWN,44511
CREATIVE DISCOVERY PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000500645_2024-10-29_ANNUAL.pdf,119 E FULTON STREET,CELINA,45822
CREATIVE EARLY LEARNING CENTER INC II,https://childcaresearch.ohio.gov//pdf/000000102958_2024-08-15_ANNUAL.pdf,9585 IDLEWOOD DRIVE,TWINSBURG,44087
CREATIVE FISH PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000100112_2024-12-12_ANNUAL.pdf,201 W. HIGH,NEW PHILADELPHI,44663
CREATIVE HEARTS EDUCATED MINDS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000500341_2024-09-25_ANNUAL.pdf,6030 SECOR ROAD,TOLEDO,43613
CREATIVE KIDS,https://childcaresearch.ohio.gov//pdf/000000303981_2024-07-30_ANNUAL.pdf,4925 POINTE PKWY BLDG F,WARRENSVILLE HT,44128
CREATIVE KIDS CAMP- BEFORE/AFTER SCHOOL PROGRAM,https://childcaresearch.ohio.gov//pdf/002210024933_2023-09-26_ANNUAL.pdf,6997 HAMILTON AVE,CINCINNATI,45231
CREATIVE KIDS CHILDCARE,https://childcaresearch.ohio.gov//pdf/000000401163_2024-07-29_ANNUAL.pdf,9031 EGYPT PIKE,CHILLICOTHE,45601
CREATIVE LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002200022855_2024-07-08_ANNUAL.pdf,3433 NAVARRE AVE,OREGON,43616
CREATIVE LEARNING CHILDCARE INC,https://childcaresearch.ohio.gov//pdf/000000107157_2023-11-14_ANNUAL.pdf,67685 CLARK RD,ST. CLAIRSVILLE,43950
CREATIVE MINDS LEARNING ACADEMY,https://childcaresearch.ohio.gov//pdf/000000400352_2024-09-23_ANNUAL.pdf,927 S. JAMES RD,COLUMBUS,43227
CREATIVE MINDS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002220027262_2024-09-18_ANNUAL.pdf,645 HEATH RD,HEATH,43056
CREATIVE MINDS LEARNING CENTER SCHOOL AGE PROGRAM,https://childcaresearch.ohio.gov//pdf/002230027759_2024-07-09_ANNUAL.pdf,88 N. 5TH STREET,NEWARK,43055
CREATIVE PLAY CENTER,https://childcaresearch.ohio.gov//pdf/000000404492_2024-09-11_ANNUAL.pdf,"600 HIGH STREET, BOX 307",WORTHINGTON,43085
CREATIVE PLAY PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000404558_2025-01-14_ANNUAL.pdf,465 W SIXTH AVENUE,LANCASTER,43130
CREATIVE PLAYROOMS SCHOOL AGE,https://childcaresearch.ohio.gov//pdf/002210024236_2024-07-25_ANNUAL.pdf,12925 CORPORATE DRIVE,PARMA,44130
CREATIVE PRESCHOOL INC,https://childcaresearch.ohio.gov//pdf/000000204403_2024-11-19_ANNUAL.pdf,1451 EBENEZER RD,CINCINNATI,45233
CREATIVE TOTS,https://childcaresearch.ohio.gov//pdf/002200023193_2024-12-03_ANNUAL.pdf,7805 LAUREL AVE,CINCINNATI,45243
CREATIVE TOTS,https://childcaresearch.ohio.gov//pdf/000000207419_2024-12-03_ANNUAL.pdf,7803 LAUREL AVENUE,CINCINNATI,45243
CREATIVE TOTS,https://childcaresearch.ohio.gov//pdf/000000206692_2023-12-13_ANNUAL.pdf,6408 THORNBERRY CT,MASON,45040
CREATIVE WORLD OF LEARNING - FAIRBORN,https://childcaresearch.ohio.gov//pdf/000000402705_2024-02-07_ANNUAL.pdf,12 W GOODMAN DRIVE,FAIRBORN,45324
CREATIVE WORLD OF LEARNING - HUBER MAIN,https://childcaresearch.ohio.gov//pdf/000000600202_2024-12-02_ANNUAL.pdf,5030 NEBRASKA AVE,HUBER HEIGHTS,45424
CREATIVE WORLD OF LEARNING - HUBER SAT,https://childcaresearch.ohio.gov//pdf/000000202716_2024-10-23_ANNUAL.pdf,5013 NEBRASKA AVE,HUBER HEIGHTS,45424
CREATIVE WORLD OF LEARNING - KETTERING,https://childcaresearch.ohio.gov//pdf/000000600201_2024-02-20_ANNUAL.pdf,2100 HEWITT AVE,KETTERING,45440
CREATIVE WORLD OF LEARNING - SPRINGFIELD,https://childcaresearch.ohio.gov//pdf/000000401446_2024-08-07_ANNUAL.pdf,332 KENSINGTON PLACE S,SPRINGFIELD,45503
CREATIVE WORLD OF LEARNING - UNION,https://childcaresearch.ohio.gov//pdf/000000201748_2024-11-08_ANNUAL.pdf,210 W MARTINDALE,UNION,45322
"CREATOR CHILDREN'S CENTER, LLC",https://childcaresearch.ohio.gov//pdf/002170014420_2024-11-25_ANNUAL.pdf,4523 CLEVELAND AVE.,COLUMBUS,43224
"CREME DE LA CREME (DEERFIELD), LLC",https://childcaresearch.ohio.gov//pdf/002230027568_2024-12-03_ANNUAL.pdf,5324 NATORP BLVD,MASON,45040
CRESTLINE CHILD CARE INC,https://childcaresearch.ohio.gov//pdf/000000409378_2024-07-08_ANNUAL.pdf,511 HEISER CT.,CRESTLINE,44827
